campaign_reach_impressions,frequency,media_channels_count,campaign_duration_days,creative_quality,message_clarity,targeting_accuracy,competitive_clutter,season,budget_allocation,market_segment,geographic_coverage,awareness_score
8906377.058,10.58255753,1,132,Excellent,Medium,Broad,Low,Holiday,Distributed,Youth,National,39.16927874
5784810.169,7.421983774,5,66,Average,High,Moderate,Low,Regular,Concentrated,,Local,42.50393883
7055189.763,4.375664961,3,43,Good,High,,Medium,Holiday,Concentrated,Professionals,,78.58352431
2645722.845,5.95977781,3,27,Poor,High,Precise,Low,Regular,Distributed,Family,Local,32.05180831
5705633.386,5.215135096,3,116,Poor,Low,Moderate,Medium,Holiday,Concentrated,Family,Regional,74.4825004
5460965.763,1.385272895,4,62,Poor,High,Moderate,Medium,Regular,Concentrated,Family,Global,67.72770598
5145107.187,6.294895033,5,126,Excellent,Medium,Moderate,Medium,Holiday,Concentrated,Family,National,34.67079505
6614918.17,11.21999114,5,153,Excellent,Medium,Broad,Medium,Regular,Distributed,Professionals,Regional,80.59957253
4326430.724,8.850234884,5,133,Poor,Low,Moderate,Medium,Special Event,Concentrated,Family,Global,94.233959
3518835.719,5.439231401,5,111,Excellent,Medium,Precise,,Special Event,Distributed,Family,Global,94.15165568
8697233.411,2.646943837,5,,Excellent,Low,,High,Regular,Concentrated,Family,Regional,31.74941227
5072896.429,1.296589641,3,24,Good,Low,Broad,Medium,,Distributed,Seniors,Local,75.41669828
1896594.599,1.577469197,5,48,Good,Medium,,,Holiday,Concentrated,Youth,National,72.19130519
3817441.776,11.16139781,1,179,Poor,High,Precise,Medium,Regular,Distributed,Youth,Local,88.71028472
6180234.465,,2,66,Poor,High,Broad,Low,Holiday,Concentrated,Youth,Regional,50.49204466
2617357.311,,5,149,Average,Low,Precise,Low,Regular,Concentrated,Youth,Regional,48.77858815
,14.93097659,3,167,Poor,High,Broad,Low,Regular,Concentrated,Professionals,National,73.37538949
6709891.208,8.310067249,,130,Average,Medium,Precise,High,Regular,Concentrated,,,50.03072029
6494197.595,8.182319632,4,146,Poor,Low,Broad,Low,,Distributed,Youth,Global,66.68460582
5073806.395,13.14027368,4,118,Excellent,Medium,Moderate,Low,Regular,,Professionals,Global,99.15551575
4309138.943,6.180861533,3,138,Average,Low,Broad,High,Regular,Distributed,Seniors,Global,56.69633571
931761.0283,2.061692001,2,92,Poor,High,Precise,High,Regular,Concentrated,Professionals,Global,53.88676577
6039420.648,12.09928298,2,20,Excellent,High,Moderate,High,Special Event,Distributed,Seniors,Regional,83.97355318
,4.822310565,5,145,Average,Low,Broad,High,Regular,Distributed,Family,Local,99.37385047
3829173.016,10.08280598,4,39,Excellent,Low,Precise,Low,Holiday,Distributed,Professionals,Local,36.04839351
4478706.363,12.24220093,2,21,Excellent,High,Broad,Medium,Holiday,,Family,National,
,10.08003488,4,173,Good,Medium,Precise,High,Regular,Concentrated,Family,National,55.59623772
9901702.846,12.58649804,3,135,Poor,,Broad,Low,Special Event,Distributed,Seniors,Regional,41.86769674
1504438.506,14.22733324,4,57,Excellent,High,Broad,High,Holiday,Concentrated,Professionals,Local,62.32203873
3677209.642,1.156457934,3,8,Good,High,Broad,Low,Regular,Distributed,Family,Regional,82.74900921
907007.997,10.3568359,,121,Excellent,Low,Precise,,Holiday,Concentrated,Family,Regional,20.54473263
2238900.237,11.69249156,1,89,Average,High,Precise,High,,Concentrated,Youth,National,55.54282421
8748987.454,6.491003789,5,110,Average,Medium,Moderate,High,Regular,Concentrated,,Local,32.45494382
1233447.497,4.350838266,3,40,Good,Medium,Moderate,Medium,Holiday,Concentrated,Family,Local,85.23953094
8810771.912,5.089497664,5,173,Excellent,High,Precise,,Special Event,Concentrated,Seniors,Global,41.91543708
9329248.111,4.861701995,5,137,Poor,Low,Broad,Medium,Special Event,Distributed,Youth,,78.85003902
2655878.778,6.897145801,5,,Poor,High,Precise,Low,Regular,Distributed,Family,Regional,63.19978719
8710497.666,11.51712146,,169,Average,High,Precise,Medium,,Distributed,Professionals,Global,
5186121.011,5.061515006,1,111,Average,,Precise,Medium,Regular,Concentrated,Seniors,Global,32.35037186
304958.9906,13.29191884,5,150,,High,Moderate,High,Regular,Concentrated,Professionals,National,44.08374584
7713866.17,1.707740624,1,63,Average,High,Broad,,Regular,Distributed,Seniors,Local,
,6.412255514,,146,Average,Low,Broad,Low,Special Event,Concentrated,Seniors,Local,22.03953153
7351945.23,12.52523905,5,117,Average,High,Precise,Medium,Special Event,,Seniors,Local,33.25433116
,9.786458235,3,112,Average,High,Moderate,Medium,Regular,Concentrated,Seniors,National,56.42387047
2852989.017,1.247752351,2,32,Excellent,High,Precise,Low,Special Event,Distributed,Youth,Local,
2613929.983,7.050588587,3,35,Average,Medium,Moderate,High,Special Event,Distributed,Family,Global,52.72926869
751032.4411,10.02277032,4,39,Average,High,Moderate,Medium,Special Event,Concentrated,Seniors,Regional,60.55001499
4653675.607,,5,,Good,High,Moderate,High,Holiday,Distributed,Family,Global,26.62279751
8344769.572,6.053694527,,97,Poor,Medium,Moderate,,Regular,Concentrated,,National,42.05905969
1213368.783,11.77777552,4,31,Good,Medium,Broad,Low,Regular,Concentrated,Youth,Global,31.02140628
9921038.426,1.171594451,1,110,Excellent,High,Broad,Medium,Regular,Concentrated,Seniors,National,25.71189949
9369429.483,14.43673249,3,178,Poor,,,Medium,Holiday,Concentrated,Seniors,Global,59.6542932
9301108.014,8.689714713,1,53,Good,High,Moderate,High,Special Event,Distributed,Seniors,Regional,46.96568786
6471258.615,14.49889859,2,143,Good,High,Broad,Medium,Regular,Distributed,Seniors,Regional,90.39642756
5075555.19,9.627903907,5,126,Good,High,Moderate,High,,Distributed,Professionals,National,63.39895625
5277502.897,6.703562778,4,129,Good,High,Moderate,Medium,Regular,Concentrated,Seniors,Local,63.76529377
3631556.585,12.75528847,4,63,Good,Low,Broad,Medium,Regular,Distributed,Seniors,Global,44.6926796
1359378.37,4.283341636,4,133,Excellent,High,Broad,Low,Regular,Distributed,Seniors,Local,46.07003082
,7.186211123,5,161,Good,High,Broad,Medium,Special Event,Distributed,Youth,National,65.17111017
2223877.928,10.5375047,2,118,Average,Medium,Broad,,Regular,Concentrated,Youth,Regional,78.85007513
6925385.063,8.12677582,3,53,Good,Medium,Broad,High,Special Event,Distributed,Seniors,Local,59.42837762
5344514.4,8.072386004,4,42,Average,Medium,Precise,High,Holiday,Distributed,Youth,National,67.29952552
6385437.255,1.357448056,4,45,Poor,High,Moderate,High,Special Event,Distributed,Seniors,Local,89.05877784
8352084.621,8.680121624,4,114,Average,Low,Broad,Low,Regular,Concentrated,,Global,95.20758986
5823021.572,7.507246788,5,75,Excellent,Low,Moderate,Medium,Regular,Distributed,Professionals,National,54.33370445
1351348.893,3.523133718,,105,Excellent,High,Moderate,High,Special Event,Distributed,Family,National,61.54041465
959485.8092,3.911384332,2,62,,High,Moderate,Medium,Special Event,Concentrated,Professionals,Local,96.31184345
606519.5873,10.96190727,5,165,Poor,High,Broad,High,Holiday,Concentrated,Family,Global,44.41386801
8697601.246,5.049802464,2,77,Poor,Medium,Precise,High,Regular,Concentrated,Family,National,44.63502602
8314612.56,13.66520864,3,179,Average,Medium,Broad,High,Holiday,Concentrated,Professionals,National,52.34284282
1124853.951,5.658353797,5,37,Good,Medium,Moderate,High,Holiday,Concentrated,Family,Regional,47.50707046
3757374.817,2.840037087,,95,Excellent,High,Broad,High,Special Event,Concentrated,Youth,National,66.0016594
3847739.6,3.050815237,3,166,Average,Low,,Medium,Holiday,Concentrated,Family,Regional,95.9166645
5848183.558,9.728079645,4,95,Good,Medium,Broad,High,Special Event,Distributed,Family,National,50.31971575
8740269.568,1.862101547,,88,Excellent,High,Broad,Medium,Holiday,Concentrated,Youth,Global,31.27136921
1026432.09,9.59849781,1,37,Good,Low,Precise,,Holiday,Distributed,Professionals,National,72.55968839
4107085.749,7.403391661,3,69,Average,High,Precise,Medium,Regular,Distributed,Youth,Global,52.62036412
4743031.235,8.997049098,,87,Good,Low,Precise,Medium,Special Event,Concentrated,Seniors,Regional,96.86284849
1764772.44,11.13788082,3,46,Average,Medium,Moderate,Medium,Regular,Concentrated,Youth,Regional,49.83646551
5858450.21,13.56849643,1,31,Good,Medium,Broad,Low,Holiday,Distributed,Youth,Local,36.65024108
8940419.579,2.679440173,2,123,Poor,High,Precise,High,Special Event,Distributed,Seniors,Global,95.48326518
6563344.353,8.843059733,2,12,Good,High,Precise,Medium,Holiday,Concentrated,Youth,National,53.83631776
8191148.703,3.938558871,4,150,Good,Low,Precise,Low,Special Event,Concentrated,Family,,
1235037.068,2.496093959,1,39,Excellent,Low,,Medium,Regular,Distributed,Family,National,79.23409574
5307899.33,2.609325958,5,129,Average,Low,Moderate,Low,Regular,,Seniors,Local,71.70070744
8357334.009,8.433471411,2,62,Good,Medium,Moderate,Low,Holiday,Distributed,Professionals,Global,46.69860448
5647673.619,8.183466037,1,40,Average,Medium,Broad,High,Special Event,,Professionals,Regional,91.99772708
,13.19249051,1,157,Good,High,Precise,Low,Regular,Distributed,Youth,Global,83.72392982
1963108.852,14.06428419,4,140,Poor,High,Moderate,Medium,Holiday,Concentrated,Youth,National,97.20669017
5543914.709,14.32775737,1,34,Poor,Medium,Broad,High,Holiday,Concentrated,Seniors,Regional,81.73847508
1952505.147,1.465578133,3,56,Excellent,High,Moderate,,Special Event,Concentrated,Seniors,National,71.04038374
9800435.926,12.29643776,4,35,Poor,High,Precise,High,Special Event,Concentrated,Seniors,Local,49.052812
9233125.633,3.867520051,3,83,,,Broad,High,Special Event,Distributed,Seniors,Global,65.99056979
8157135.521,8.587332814,4,42,Good,Low,Broad,Medium,Holiday,Distributed,Professionals,,
268707.3054,11.39852248,2,146,Excellent,High,Precise,,Special Event,Concentrated,Professionals,Regional,39.17803458
4386549.647,11.71620697,1,48,Good,High,Moderate,Low,Holiday,Distributed,Family,National,91.2120417
1188696.568,,5,15,Good,High,Moderate,High,Special Event,Concentrated,Youth,Regional,30.52177471
3271639.509,14.77387754,4,107,Poor,High,Precise,Low,Regular,Distributed,Professionals,National,32.37648755
1437317.456,14.85155419,2,46,Good,Low,Precise,High,Holiday,Concentrated,Family,National,38.42895084
3522800.127,6.064289756,4,,Average,High,Broad,High,Holiday,Distributed,Professionals,Regional,62.34842007
631079.2324,7.983899885,2,79,Excellent,Medium,Precise,Medium,Holiday,Concentrated,Professionals,Local,
5803049.992,12.01846516,,71,,Low,Broad,High,Holiday,Concentrated,Professionals,Regional,
4955044.778,9.810121075,4,106,Poor,Medium,Broad,Low,Regular,Distributed,,National,44.65820818
901911.5638,5.075808368,2,51,Good,High,Precise,Low,Holiday,Distributed,Seniors,Local,21.95870449
,11.46534137,5,,Excellent,Low,Precise,Low,Regular,Distributed,Youth,Local,56.30472439
1950334.299,7.16624374,1,165,Average,Low,Moderate,High,Special Event,Distributed,Professionals,National,70.22322959
2741985.279,1.568462502,3,125,Excellent,Low,Moderate,Low,Regular,Distributed,Youth,Global,75.87170622
5381259.113,5.988488905,5,156,Good,Low,Moderate,High,Holiday,Concentrated,Seniors,National,54.89931978
9490502.074,,2,83,Excellent,Medium,Moderate,High,Special Event,Distributed,Professionals,Regional,63.78370019
8661404.815,3.541573243,3,166,Excellent,Medium,Precise,Medium,Regular,Concentrated,Professionals,Global,84.8115208
5552188.831,7.995688609,3,149,Poor,High,Precise,High,Special Event,Distributed,,National,94.89355866
2992934.102,4.586680899,3,139,Excellent,High,Precise,Medium,Regular,Concentrated,Youth,Local,35.45581912
143287.3774,4.471567058,1,119,Poor,Low,Moderate,Low,Holiday,Distributed,Family,Local,69.91643911
9826158.382,10.12910837,3,66,Poor,High,Broad,High,Holiday,Concentrated,Family,National,57.50834154
5463979.791,7.052804549,2,45,Poor,High,Broad,High,Special Event,Concentrated,Seniors,Global,51.92171921
5461638.88,4.370176501,3,,Excellent,,Precise,Medium,Holiday,Distributed,Youth,Regional,89.51114251
9801909.81,5.115604442,5,17,Good,High,Precise,Medium,Holiday,Concentrated,Seniors,Global,60.57997712
5412752.02,5.236908727,2,162,Poor,Medium,Moderate,Low,Special Event,Distributed,Family,Global,64.09702715
329728.2214,4.295003276,3,116,Excellent,Medium,Broad,Low,Holiday,Concentrated,Youth,National,52.84991903
3701708.18,10.94308412,3,133,Poor,High,Broad,Low,Holiday,Distributed,Youth,Regional,44.14506394
6160890.787,14.89640077,2,178,Poor,Medium,Broad,Medium,Regular,Distributed,Professionals,Local,32.10767506
1774939.648,10.18804591,3,20,Good,High,Broad,High,Holiday,Concentrated,Family,Local,45.78586943
9410378.552,4.989591315,4,8,Excellent,Medium,Precise,High,Special Event,,Youth,Global,30.28169153
5096392.889,13.8079326,4,30,Excellent,High,Precise,High,,Distributed,Professionals,Regional,60.20252318
7996638.02,,5,35,Good,Low,Broad,High,Regular,Distributed,Family,Global,98.07163834
6988525.661,9.144152009,5,59,Average,High,Moderate,Medium,Regular,Distributed,Professionals,Global,43.49718112
892547.1244,5.896430468,4,114,Average,Medium,Moderate,Low,Regular,Distributed,Seniors,Regional,72.01268351
3556519.127,10.50781858,4,112,Average,Medium,Moderate,High,Regular,Concentrated,Youth,Global,94.05707494
,13.37759788,2,161,Poor,Medium,Precise,Medium,Holiday,Distributed,Family,Local,85.42277414
8599557.037,1.788813775,3,166,Excellent,Low,Broad,Medium,Regular,Concentrated,Seniors,Local,92.09753142
6987767.771,6.466323464,4,80,Average,High,Broad,Low,Special Event,,Family,,47.39553272
8072581.875,8.14445243,5,104,Good,Medium,Precise,Medium,Holiday,Concentrated,Seniors,National,92.03428878
4344050.217,11.58052335,,21,Good,Low,Precise,High,Regular,Distributed,Family,Regional,46.46872214
2924476.584,12.991218,4,59,Good,Medium,Broad,Medium,Holiday,Concentrated,Youth,,87.46845104
,13.67398646,3,63,Good,,Moderate,Low,Holiday,Distributed,Seniors,Global,68.7042681
4746716.095,12.05871648,,69,Excellent,Medium,Moderate,Low,Holiday,Distributed,Professionals,Local,68.50664568
563695.1734,12.48057323,4,157,Excellent,Medium,Broad,High,Special Event,Concentrated,Family,National,28.11556406
4529100.02,10.29601602,2,35,Good,High,Moderate,High,Special Event,Concentrated,Professionals,Local,26.20866161
1170532.901,14.25882568,1,41,Average,Medium,Broad,High,Regular,Concentrated,Family,Global,73.9455178
536607.0033,4.915046468,3,52,Good,Medium,Precise,Medium,Holiday,Concentrated,Professionals,,71.91681905
7501973.853,12.98096541,1,139,Poor,High,Broad,Low,Special Event,Distributed,Professionals,Global,38.14552291
3015967.088,11.05527384,4,,Poor,Low,Broad,High,Special Event,Distributed,Seniors,Local,25.23418945
5552531.462,2.105952489,2,144,Good,Low,Moderate,Medium,Holiday,Concentrated,Professionals,National,87.8890126
5404319.163,6.082350867,5,102,Excellent,Medium,Precise,,Holiday,Concentrated,Family,National,22.12259286
9515372.489,7.261513637,2,160,Poor,,Moderate,Low,Regular,Distributed,Family,Global,69.25737722
6833909.386,9.838596174,4,122,Good,Medium,Broad,High,Holiday,Distributed,Professionals,National,84.65461675
2518583.939,10.98943341,4,93,Average,Medium,Precise,,Regular,Concentrated,Family,Regional,50.0787358
9831211.396,,4,,Good,Low,Moderate,Medium,Regular,Distributed,Family,Global,79.70183577
652308.047,5.349585117,4,68,Average,Medium,Moderate,High,Special Event,Concentrated,,Regional,93.97505811
2190843.674,1.460324612,2,71,Good,High,Precise,Low,Holiday,Distributed,Professionals,Local,70.18425269
,3.973561903,5,29,Good,High,Broad,High,Special Event,Distributed,Youth,Regional,38.7752747
1803919.278,9.210936617,1,134,Good,Low,Broad,Medium,Holiday,Distributed,Youth,Regional,42.58945571
7704705.061,,3,123,Excellent,Medium,Broad,Medium,Special Event,Concentrated,Youth,Global,75.58161545
6902466.121,2.585978524,1,29,Average,Low,Broad,Medium,Regular,Distributed,Seniors,Local,66.36979169
31520.41897,2.833730517,4,39,Poor,High,Moderate,Low,Regular,Concentrated,Seniors,Local,71.16615007
3385014.9,13.90240213,2,133,Poor,Low,Broad,Low,Holiday,Concentrated,Youth,Regional,27.35301089
,1.228624811,4,161,Poor,High,Broad,Low,Special Event,Concentrated,Family,Regional,81.67677764
9377138.193,1.268486177,,90,Excellent,Medium,Moderate,Low,Holiday,Concentrated,Professionals,Global,23.61019319
4572169.035,13.10629361,2,144,Good,High,Moderate,Low,Regular,Distributed,Family,Global,97.63596133
7242802.186,9.298979628,1,57,Average,Low,Broad,High,Regular,Distributed,Seniors,National,67.37479969
5350577.313,5.190402379,2,135,Good,High,Moderate,,Holiday,Concentrated,Seniors,Local,38.73371908
7873973.224,3.881306015,3,87,Excellent,Low,Broad,High,Special Event,Distributed,Youth,Local,65.95087681
5498203.492,1.998079618,3,112,,Low,Broad,High,Special Event,Concentrated,Family,National,36.69039147
2696264.628,,5,112,Average,Medium,Broad,Medium,Holiday,Concentrated,Seniors,Regional,64.80857912
3159952.128,4.257425911,4,169,Good,Low,Broad,Low,Regular,Distributed,Professionals,National,65.0223004
8728353.368,,5,138,Good,Medium,Moderate,Low,,Concentrated,Youth,,66.26041013
,4.849977198,1,92,Average,High,Moderate,High,Special Event,Concentrated,Seniors,Regional,86.67188986
5634227.201,4.86411706,2,,Excellent,Low,Broad,Medium,Regular,Distributed,Family,Global,23.14363629
6047998.441,6.14810663,1,20,Good,High,Moderate,Low,,,Professionals,Regional,75.71090939
2639845.098,,3,18,Good,Medium,Moderate,Medium,Regular,Concentrated,Family,Local,40.88714342
1744077.591,1.659356794,3,171,Poor,Low,Precise,High,,Distributed,Professionals,Global,50.31225654
49781.26761,2.770526731,4,129,Excellent,,Broad,,Holiday,Concentrated,Professionals,Regional,63.16301837
7543946.299,3.059820531,2,10,Average,Medium,Moderate,Medium,Regular,Distributed,Seniors,Global,98.31440179
2147011.912,6.828354819,5,174,Average,Medium,Broad,,,Distributed,Seniors,Local,89.66338762
8673067.868,8.852465984,5,,Excellent,Low,Moderate,Low,Regular,Concentrated,Family,Global,95.84551832
9788889.32,8.082179086,5,108,Good,Low,Moderate,Medium,Holiday,,Seniors,Regional,36.7258807
6794838.791,3.719664417,1,138,Average,High,,Medium,Special Event,Distributed,Youth,Regional,93.90340497
9416616.122,3.499115054,4,51,Good,Low,Broad,Medium,Holiday,Concentrated,Seniors,National,87.17945893
9173400.115,14.5853413,4,23,Poor,Low,Moderate,Low,Holiday,Distributed,Professionals,Global,63.81840969
2005772.591,7.341050204,2,123,Average,,Precise,High,Regular,Distributed,Youth,Global,45.23077666
8713277.729,9.759232168,2,89,Excellent,Low,Precise,Medium,Regular,Distributed,Youth,Regional,75.0005341
7175336.414,14.41735504,2,140,Excellent,Low,Moderate,Medium,Holiday,Concentrated,Seniors,Global,77.85788379
1491545.993,7.431589691,4,99,Excellent,High,Precise,Medium,Regular,Distributed,Professionals,Local,67.63182828
7464819.344,1.467720221,5,18,Poor,Medium,Moderate,High,Regular,Distributed,,Local,42.94418238
4851254.023,13.08720379,1,155,Average,Medium,Moderate,Low,Holiday,,Seniors,Regional,56.05425228
547535.0169,11.69729618,,15,Average,Low,Moderate,Medium,Regular,Distributed,Professionals,Local,54.66228924
7667296.348,6.880724204,4,153,Good,Medium,Moderate,Low,Regular,Concentrated,Youth,Global,
8791495.973,13.51834148,2,166,,Medium,Moderate,High,Holiday,Concentrated,Seniors,Global,
8145711.17,4.530479295,3,22,Good,Low,Moderate,High,Holiday,Concentrated,Seniors,National,54.32507423
109630.5418,12.92567777,5,28,Excellent,Medium,Broad,Medium,Holiday,Distributed,Seniors,Local,25.30378906
5911476.319,12.77245339,4,84,Average,Low,Broad,Low,Holiday,Distributed,Youth,National,30.85413448
6810664.299,13.84511618,5,13,Poor,High,Moderate,Medium,Holiday,Concentrated,Professionals,National,36.69249844
8786767.711,7.969188102,5,147,Average,Medium,Moderate,Medium,Regular,Concentrated,Family,Regional,91.56711963
841839.2018,,2,63,Good,Low,Moderate,High,,Distributed,Professionals,National,40.12115571
5697091.073,11.13224875,3,48,Good,High,Broad,Medium,Holiday,Distributed,Family,Local,91.49982217
6263665.193,6.497994856,3,122,Good,Low,Moderate,High,Holiday,Distributed,Seniors,Regional,34.0136762
3979580.587,10.74855531,1,148,Poor,Low,Moderate,Medium,,Distributed,Youth,National,86.61545836
9341994.254,7.87938693,,56,Excellent,Low,Broad,High,Special Event,,Youth,Regional,21.69974355
3002297.945,1.867208712,5,128,Excellent,Low,Moderate,Low,Special Event,Distributed,Seniors,National,70.08839136
,4.835585605,,163,Good,Low,Broad,Low,Special Event,Distributed,Seniors,National,54.02571983
1585021.229,8.135835129,5,154,Poor,Low,Broad,High,Regular,Concentrated,Youth,National,92.32031339
9547321.397,3.438224913,2,109,,,Precise,Low,Regular,Distributed,Professionals,Regional,52.46166038
8166364.673,11.47622141,1,,Good,Medium,Moderate,Low,,Concentrated,Seniors,Local,66.36062991
4235612.801,9.288162826,5,126,Good,High,Precise,,Special Event,Concentrated,Family,National,61.62726118
4401662.76,11.50629088,2,,Average,Low,Precise,Medium,Special Event,Distributed,Professionals,Local,36.07030194
6503330.711,3.482042529,1,,Average,High,Broad,High,Holiday,Distributed,Youth,Local,76.7337436
6648981.397,1.541508469,5,70,Poor,Low,Precise,High,Holiday,Distributed,Seniors,Local,39.59284252
801852.4635,9.756909963,2,67,Good,Medium,Precise,Medium,Holiday,Distributed,Seniors,Global,26.8785562
4574894.571,9.578522391,,56,Poor,,Precise,Low,Regular,Distributed,Professionals,Local,88.69886605
1316040.143,14.61505341,5,48,Poor,,Broad,Low,Special Event,Concentrated,Seniors,Global,51.05444384
2868003.973,3.612389216,1,49,Good,Medium,Moderate,High,Holiday,Concentrated,Family,National,99.60251602
9491974.94,11.17490971,3,176,Excellent,Medium,Precise,High,Regular,Concentrated,Seniors,Local,91.93221531
7001371.787,9.430972625,2,45,Good,High,Precise,Low,Holiday,Distributed,Youth,Global,61.33183051
3178457.613,14.1630973,1,175,Poor,Medium,Moderate,Medium,,Concentrated,Family,National,65.70184717
725411.5562,7.637690852,2,76,Excellent,High,Moderate,Low,Special Event,Concentrated,Youth,National,72.11888617
6256685.748,13.17718805,2,14,Excellent,Medium,Precise,Low,Regular,Distributed,Professionals,Regional,71.95307566
4824193.063,9.216347005,2,160,Good,Low,Moderate,High,Holiday,Distributed,Youth,Regional,74.8728532
839675.8513,4.811581245,4,32,Average,High,Broad,Low,Regular,,Professionals,Regional,69.2576596
8804262.025,14.59684071,5,31,Good,Low,Precise,Medium,Special Event,Concentrated,Professionals,Regional,61.75570991
5699449.383,4.765585008,5,168,Good,High,Moderate,Medium,Special Event,Concentrated,Family,National,34.9891618
3701378.596,10.86111478,2,62,,Low,Moderate,,Regular,Distributed,Professionals,National,85.3682349
72605.32531,14.39098848,5,21,Average,Medium,Precise,Low,Regular,Distributed,Professionals,Global,33.79109998
341741.2584,11.9508226,3,47,Good,Low,Broad,Low,Regular,Concentrated,Family,Regional,
9901777.633,11.82248655,2,29,Good,Low,Precise,Low,Regular,Concentrated,Youth,National,49.12657954
1391791.764,1.718101894,,174,Average,Low,Broad,Low,Holiday,Distributed,Professionals,National,76.06130173
7152531.086,7.816515258,1,60,Excellent,Medium,Broad,Medium,Regular,Concentrated,Seniors,Local,90.25612984
7145406.793,14.85240131,5,59,Good,Low,Broad,Low,Holiday,Distributed,Professionals,Local,85.10978124
,,3,165,Average,Medium,Broad,Medium,Special Event,Concentrated,Youth,Local,61.12137501
2175756.32,12.81052843,1,112,Good,,Precise,High,Special Event,Distributed,Youth,,84.19285988
3282544.229,2.352855251,1,10,Average,,Moderate,Low,Regular,Concentrated,Seniors,National,33.27366165
9221913.433,1.16102223,1,100,Excellent,Medium,Broad,Medium,Regular,Distributed,Family,Regional,91.46908353
2417477.418,1.557444118,2,153,Excellent,,Moderate,High,Holiday,Concentrated,Family,National,28.51604442
2102461.408,12.19534281,2,156,Excellent,High,,Low,Regular,Concentrated,Professionals,National,44.11349328
5373757.687,,,42,Excellent,Low,Moderate,High,Holiday,Concentrated,,Regional,20.29626996
9472636.739,8.06326158,1,78,Poor,Low,Precise,Low,,Concentrated,Youth,Global,83.13518951
9915697.8,7.264902578,4,140,,Low,Moderate,High,Holiday,Concentrated,Professionals,Local,38.31958201
3627468.393,2.438406129,5,43,Good,,Moderate,Medium,Holiday,Distributed,,Local,29.24411759
8529563.69,10.88237818,3,16,Good,Low,Moderate,High,Regular,Distributed,Youth,Global,
9469611.372,13.73858536,1,142,Good,High,Precise,Low,Special Event,Concentrated,Youth,Local,45.57196555
,12.8865603,3,41,Poor,High,Moderate,High,Holiday,Concentrated,Professionals,Global,48.66210721
5309030.303,14.2835528,4,166,Average,Medium,Precise,High,Holiday,Concentrated,Youth,,34.58956072
8711714.86,4.431126774,2,43,,Medium,,Low,Holiday,Concentrated,Family,National,38.55912955
1729214.534,3.612383405,2,111,Average,Low,Broad,High,Holiday,Distributed,Youth,Global,35.46470162
9266719.013,10.41957915,5,12,Good,Low,Precise,Medium,Holiday,,Professionals,National,52.17789106
713226.2933,8.623025622,4,156,Good,Low,Moderate,Low,Special Event,Concentrated,Seniors,,86.55370468
6304106.029,10.24768252,1,,Good,High,Moderate,High,,Concentrated,Seniors,Local,36.73795856
5769078.801,2.029902888,3,134,Average,Low,Broad,Low,Holiday,Concentrated,Seniors,Regional,74.42208854
5662621.176,3.382679701,3,37,Excellent,High,,Medium,Regular,Concentrated,Family,Local,
239521.3426,10.64404521,5,51,Average,High,Moderate,Low,Special Event,Concentrated,Professionals,Regional,81.94845786
2557242.685,12.82822185,3,163,Good,High,Precise,Medium,Special Event,Concentrated,Professionals,Regional,23.03470262
5147424.453,3.441848845,3,8,Average,Low,Broad,High,Special Event,Concentrated,Youth,Local,75.32812219
9255529.751,14.94797709,5,151,Good,Medium,Precise,High,Regular,Distributed,Youth,National,69.18891874
,5.783567085,1,57,Excellent,Medium,Broad,Low,Regular,Distributed,Family,Global,99.40375638
798389.8549,1.251086277,4,116,Good,Low,Moderate,High,,Concentrated,Youth,Local,64.29910881
1365277.253,4.647575334,1,132,Excellent,Low,,Medium,Holiday,Concentrated,Youth,,56.85060665
5730294.867,10.93509023,3,38,Average,Medium,Moderate,Medium,Regular,Distributed,Youth,Local,75.30298152
8071786.271,5.547497007,4,117,Average,Low,Broad,Medium,Regular,Concentrated,Youth,Global,39.24340774
8002673.765,9.897836579,3,156,Average,High,Moderate,,Regular,Distributed,Seniors,Local,82.94608492
3593851.139,12.15995622,4,14,Average,Medium,Moderate,Low,Regular,Distributed,Youth,Global,32.71596375
189489.4142,2.418386679,5,49,Poor,Low,Broad,,Holiday,Distributed,Youth,Global,68.85451743
3192112.233,12.98370048,5,130,Poor,Low,Precise,Low,Regular,,,Local,
104256.3771,4.085492825,5,143,Poor,Low,Precise,Medium,Holiday,Concentrated,Youth,Global,72.18636437
2492133.94,4.50966398,4,33,Poor,Low,Broad,Low,Holiday,Distributed,Youth,Regional,76.14666302
7138762.93,5.627097032,2,63,Poor,Low,Precise,Low,Holiday,Distributed,Professionals,National,91.27752663
61910.57235,5.902790547,3,106,Excellent,Low,Moderate,Low,Special Event,Concentrated,Youth,Global,20.1696058
2594140.481,3.958824894,3,156,Average,High,Moderate,Low,Special Event,Distributed,Professionals,,78.66304329
6430745.581,12.91750075,3,53,Poor,Low,Precise,Medium,Regular,Concentrated,Youth,Regional,24.96564729
2446173.884,1.848027372,5,77,,Medium,Moderate,,Special Event,Distributed,Family,Local,42.26244515
2656579.686,2.554673505,4,36,Poor,High,Broad,Low,Special Event,Concentrated,Youth,Global,44.7816376
7567982.499,1.308711411,4,158,Excellent,Medium,Moderate,High,Regular,Concentrated,Family,Global,50.22313343
1735118.556,8.292793692,1,49,Good,Medium,Precise,Low,,Distributed,Youth,National,99.34420189
